codigo;codigo_legacy;capitulo;partida;descripcion;unidad;precio;categoria;subcategoria;apartado;coste_materiales;coste_mano_obra;coste_complementarios;coste_otros;rendimiento;desperdicio_pct;notas_tecnicas
12.05.05.060;;Revestimientos y acabados;Piso de parquet colocado en espiga.;Colocación de piso de parquet encolado en espiga, sobre afirmado nivelado. Incluye el replanteo del patrón, el encolado y el lijado. Medido por metro cuadrado colocado.;m2;16.34;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.05 Pisos de madera y laminados;4.77;6.90;0.12;0.78;1.400 h/m2;;Coste directo 12.57 USD + margen 30%
12.05.05.070;;Revestimientos y acabados;Piso de bambú encolado.;Colocación de piso de bambú encolado sobre afirmado nivelado. Incluye la preparación del soporte, el encolado y el remate de juntas. Medido por metro cuadrado colocado.;m2;14.74;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.05 Pisos de madera y laminados;4.77;6.17;0.11;0.29;1.250 h/m2;;Coste directo 11.34 USD + margen 30%
12.05.06.010;CT-08-05-010;Revestimientos y acabados;Piso vinílico en lámina.;Colocación de piso vinílico en lámina continua, encolado al afirmado, con soldadura o sellado de las juntas entre paños. Su ventaja frente a la baldosa es la ausencia casi total de juntas, lo que lo hace idóneo en áreas de higiene exigente. Requiere un soporte perfectamente liso, ya que el vinílico es un material fino que copia y hace visible cualquier grano o irregularidad del afirmado. Incluye la nivelación fina previa si el soporte la requiere, el corte y presentado de los paños dejándolos relajar, el encolado, el paso de rodillo para eliminar aire, la soldadura o sellado de juntas y el remate perimetral. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;5.02;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;1.37;2.32;0.04;0.13;0.480 h/m²;;Coste directo 3.86 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Piso vinílico en lámina, de la clase de uso elegida por el cliente (1.12 m2/m²)
12.05.06.020;CT-08-05-020;Revestimientos y acabados;Piso vinílico en baldosa o lama.;Colocación de piso vinílico en baldosa o lama, tipo LVT, autoadhesivo, encolado o de encastre según el sistema. Combina la facilidad de reposición pieza a pieza con un aspecto muy próximo al de la madera o la piedra. Incluye la comprobación de planitud, limpieza y humedad del soporte, el replanteo del despiece para centrar el paño y evitar piezas estrechas en los bordes, la colocación con junta a matajunta, el paso de rodillo en los sistemas encolados, los cortes de ajuste en marcos y tuberías y el remate perimetral. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;4.06;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;0.94;2.03;0.03;0.12;0.420 h/m²;;Coste directo 3.12 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Baldosa o lama vinílica tipo LVT elegida por el cliente (1.07 m2/m²)
12.05.06.030;CT-08-05-030;Revestimientos y acabados;Piso de caucho o pavimento deportivo.;Colocación de piso de caucho en rollo o en losetas, encolado al soporte, para gimnasios, áreas deportivas, cuartos de máquinas y zonas de tránsito intenso. Incluye la preparación y nivelación del soporte, el corte y presentado del material dejándolo relajar para que recupere su dimensión antes de fijarlo, el encolado, el paso de rodillo, el ajuste y sellado de juntas y el remate perimetral con media caña o perfil. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;5.79;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;1.67;2.61;0.04;0.13;0.540 h/m²;;Coste directo 4.45 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Piso de caucho en rollo o loseta, del espesor y acabado elegidos por el cliente (1.08 m2/m²)
12.05.06.040;CT-08-05-040;Revestimientos y acabados;Alfombra o moqueta.;Colocación de alfombra o moqueta, mediante encolado directo o sistema de tiras tensoras según el tipo, con su remate perimetral. Incluye la comprobación de limpieza y sequedad del soporte, la colocación de la manta base cuando el sistema lo requiera, el corte y presentado de los paños respetando el sentido del pelo, que debe ser el mismo en todo el ambiente porque de lo contrario los paños se ven de distinto tono, el encolado o tensado, el sellado de las uniones y el remate en umbrales y perímetro. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;4.39;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;1.17;2.06;0.03;0.12;0.440 h/m²;;Coste directo 3.38 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Alfombra o moqueta elegida por el cliente (1.12 m2/m²)
12.05.06.050;CT-08-05-050;Revestimientos y acabados;Piso de caucho o grama sintética para exterior.;Colocación de piso de caucho, loseta drenante o grama sintética en áreas exteriores, terrazas y zonas de juego, sobre base preparada. Incluye la comprobación y nivelación de la base con su pendiente de evacuación, la colocación del material con encaje o encolado según el sistema, el corte de las piezas de ajuste, el remate perimetral y, en la grama sintética, el cepillado y el relleno de arena de sílice que mantiene la fibra levantada. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;5.34;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;1.43;2.64;0.04;0.00;0.560 h/m²;;Coste directo 4.11 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Piso de caucho, loseta drenante o grama sintética elegido por el cliente (1.08 m2/m²)
12.05.06.060;;Revestimientos y acabados;Piso vinílico de lujo tipo SPC.;Colocación de piso vinílico de lujo tipo SPC (núcleo rígido) flotante, con manta acústica. Incluye la preparación, la colocación flotante y el remate. Medido por metro cuadrado colocado.;m2;9.31;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;3.35;3.45;0.07;0.29;0.700 h/m2;;Coste directo 7.16 USD + margen 30%
12.05.06.070;;Revestimientos y acabados;Piso de linóleo encolado.;Colocación de piso de linóleo encolado sobre soporte nivelado. Incluye la preparación, el encolado y el remate de juntas. Medido por metro cuadrado colocado.;m2;9.48;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.06 Pisos vinílicos y flexibles;2.95;4.18;0.07;0.09;0.850 h/m2;;Coste directo 7.29 USD + margen 30%
12.05.07.010;CT-08-06-010;Revestimientos y acabados;Piso de concreto alisado mecánicamente.;Piso continuo de concreto con acabado alisado mecánicamente mediante alisadora de aspas, con juntas de control aserradas y curado. Incluye el vaciado y reglado del concreto, el flotado inicial, el alisado mecánico en las pasadas necesarias hasta obtener la textura y el cerrado de poro requeridos, el aserrado de las juntas de control en el momento en que el concreto lo admite sin desgranarse ni fisurar, y el curado, que en un piso alisado es determinante porque toda la calidad superficial se pierde si el agua de fraguado se evapora demasiado rápido. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;25.93;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;15.46;3.56;0.20;0.73;0.800 h/m²;;Coste directo 19.95 USD + margen 30%
12.05.07.020;CT-08-06-020;Revestimientos y acabados;Piso de concreto estampado.;Piso de concreto con acabado estampado mediante moldes texturados y desmoldeante pigmentado, con sellado final. Se emplea en accesos, patios y áreas exteriores donde se busca el aspecto de piedra o adoquín con la continuidad de un piso de concreto. Incluye el vaciado y reglado, la aplicación del endurecedor color en polvo, la espolvoreada del desmoldeante pigmentado, el estampado con los moldes en el punto exacto de fraguado, ventana de tiempo estrecha de la que depende por completo el resultado, el aserrado de juntas, el lavado del exceso de desmoldeante y la aplicación de las manos de sellador. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;38.49;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;22.39;5.95;0.29;0.98;1.300 h/m²;;Coste directo 29.61 USD + margen 30%
12.05.07.030;CT-08-06-030;Revestimientos y acabados;Piso continuo de microcemento.;Revestimiento continuo de microcemento sobre piso existente o afirmado, aplicado en capas con malla de refuerzo y sellado con varias manos de barniz de protección. Permite renovar un piso sin demolerlo y sin apenas ganar cota, lo que en reforma resuelve el problema de los umbrales y las puertas. Es muy sensible al soporte: cualquier fisura o movimiento se refleja en el acabado. Incluye la comprobación y estabilización del soporte, la imprimación, la capa base con malla, las capas de acabado con la textura elegida, el lijado entre capas y las manos de sellador de alto tránsito. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;44.64;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;25.33;8.12;0.34;0.55;1.600 h/m²;;Coste directo 34.34 USD + margen 30%
12.05.07.040;CT-08-06-040;Revestimientos y acabados;Piso epóxico autonivelante.;Piso continuo de resina epóxica autonivelante, con imprimación y capa de acabado, para áreas industriales, cocinas, laboratorios y estacionamientos. Ofrece una superficie sin juntas, impermeable y resistente a productos químicos. Exige un soporte con humedad por debajo del límite del fabricante: aplicado sobre concreto húmedo, la presión de vapor despega la resina en escamas. Incluye el granallado o lijado del soporte para abrir el poro, la medición de humedad, la imprimación, el sellado de fisuras y juntas, la aplicación de la capa autonivelante con desaireado por rodillo de púas y el respeto de los tiempos de curado antes de la puesta en servicio. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;57.76;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;39.20;4.06;0.44;0.73;0.820 h/m²;;Coste directo 44.43 USD + margen 30%
12.05.07.050;CT-08-06-050;Revestimientos y acabados;Endurecedor superficial y sellado de piso de concreto.;Tratamiento de piso de concreto mediante endurecedor superficial espolvoreado y sellado final, para aumentar su resistencia a la abrasión y reducir el desprendimiento de polvo. Es la solución económica para estacionamientos, depósitos y áreas de servicio donde no se justifica un piso epóxico. Incluye la espolvoreada del endurecedor sobre el concreto fresco en el momento adecuado, su incorporación mediante alisado mecánico, el curado y la aplicación de las manos de sellador acrílico una vez seco. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;10.47;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;5.64;1.97;0.08;0.36;0.430 h/m²;;Coste directo 8.05 USD + margen 30%
12.05.07.060;CT-08-06-060;Revestimientos y acabados;Piso de cemento pulido llaneteado a mano.;Piso continuo de cemento con acabado pulido llaneteado a mano, sobre afirmado o losa, con juntas de control. Es el acabado tradicional para áreas de servicio, garajes y patios: más económico que el alisado mecánico y perfectamente válido en superficies pequeñas donde no compensa traer la alisadora. Incluye el vaciado y reglado, la espolvoreada de cemento, el llaneteado en pasadas sucesivas conforme el mortero pierde agua, el marcado de juntas y el curado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;15.95;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;6.77;5.09;0.12;0.29;1.100 h/m²;;Coste directo 12.27 USD + margen 30%
12.05.07.070;CT-08-06-070;Revestimientos y acabados;Piso de gravilla lavada o chino lavado.;Piso continuo de gravilla lavada o chino lavado, formado por capa de mortero con árido seleccionado que se descubre mediante lavado superficial antes del fraguado completo. Es un acabado tradicional, muy antideslizante y por ello habitual en aceras, rampas, terrazas y bordes de piscina. Todo el resultado depende del momento del lavado: hecho demasiado pronto arrastra el árido y demasiado tarde no lo descubre. Incluye el vaciado y reglado, la siembra o mezcla del árido, la espera controlada, el lavado con agua a presión suave, la limpieza final y el curado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;17.65;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;6.88;5.92;0.13;0.65;1.280 h/m²;;Coste directo 13.58 USD + margen 30%
12.05.07.080;;Revestimientos y acabados;Piso de terrazo pulido en obra.;Ejecución de piso de terrazo pulido en obra, con mortero, árido y pulido mecánico. Incluye el vaciado, el nivelado y el pulido y abrillantado. Medido por metro cuadrado ejecutado.;m2;22.05;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;8.54;6.90;0.17;1.35;1.400 h/m2;;Coste directo 16.96 USD + margen 30%
12.05.07.090;;Revestimientos y acabados;Piso de concreto coloreado.;Ejecución de piso de concreto coloreado con pigmento integral y acabado alisado. Incluye el vaciado, el coloreado y el alisado. Medido por metro cuadrado ejecutado.;m2;17.85;12 Revestimientos y acabados;12.05 Pisos, pavimentos y sus bases;12.05.07 Pisos continuos de concreto y microcemento;9.72;3.45;0.14;0.42;0.700 h/m2;;Coste directo 13.73 USD + margen 30%
12.06.01.010;CT-08-07-010;Revestimientos y acabados;Colocación de rodapié cerámico o de porcelanato.;Colocación de rodapié de pieza cerámica o de porcelanato, a juego con el pavimento, recibido con adhesivo cementoso mejorado C2 TE sobre paramento previamente regularizado. Incluye replanteo, cortes a inglete en esquinas y encuentros, ajuste a los marcos de carpintería, rejuntado con mortero CG2 y sellado de la junta inferior con el pavimento. La pieza la elige el cliente y se presupuesta aparte. Medido en longitud realmente ejecutada, descontando los huecos de paso.;m;1.59;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;0.32;0.79;0.01;0.10;0.165 h/m;;Coste directo 1.22 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Rodapié cerámico o de porcelanato, a juego con el pavimento (1.05 m/m)
12.06.01.020;CT-08-07-020;Revestimientos y acabados;Rodapié de madera o MDF.;Colocación de rodapié de madera o MDF lacado, fijado al paramento con adhesivo y clavado oculto, con cortes a inglete en esquinas. Incluye el replanteo, el corte a inglete en esquinas interiores y exteriores, el ajuste alrededor de los marcos de puerta, la fijación combinando adhesivo y puntas, el relleno y disimulo de los puntos de clavado y el sellado de la junta superior con la pared cuando el acabado lo requiera. El rodapié lo elige el cliente y se presupuesta aparte. Medido en longitud realmente colocada.;m;3.07;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;1.26;0.95;0.02;0.13;0.195 h/m;;Coste directo 2.36 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Rodapié de madera o MDF elegido por el cliente (1.07 m/m)
12.06.01.030;CT-08-07-030;Revestimientos y acabados;Rodapié de mortero con media caña sanitaria.;Ejecución de rodapié corrido de mortero con media caña en el encuentro con el piso, acabado a la llana. La media caña elimina la arista interior, que es donde se acumula la suciedad y por donde penetra el agua de la limpieza, por lo que es la solución habitual en cocinas industriales, áreas de servicio y locales de higiene exigente. Incluye el replanteo de la altura, la limpieza y humedecido, el tendido del mortero, la conformación de la media caña con plantilla y el fratasado dejando la superficie lista para pintar o sellar. Medido en longitud realmente ejecutada.;m;3.47;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;1.01;1.56;0.03;0.07;0.330 h/m;;Coste directo 2.67 USD + margen 30%
12.06.01.040;CT-08-07-040;Revestimientos y acabados;Perfil de transición entre pisos.;Suministro y colocación de perfil de transición de aluminio entre pisos de distinto material o de distinto nivel, generalmente en umbrales de puerta. Resuelve el encuentro protegiendo los cantos de ambos pisos y absorbiendo la diferencia de cota, que es donde se producen los tropiezos y los desportillados. Incluye el replanteo, el corte a medida, el taladrado y fijación con tacos o el encolado según el sistema, y el sellado de los bordes. Medido en longitud realmente colocada.;m;7.84;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;4.95;0.93;0.06;0.09;0.190 h/m;;Coste directo 6.03 USD + margen 30%
12.06.01.050;CT-08-07-050;Revestimientos y acabados;Junta de dilatación en piso.;Ejecución de junta de dilatación en piso mediante perfil con elemento elástico, que absorbe los movimientos del soporte e impide que la tensión se descargue rompiendo el piso. Es obligada en paños extensos, en los cambios de ambiente y coincidiendo con las juntas estructurales del edificio: una junta estructural que se cubre con piso continuo se refleja como fisura en pocos meses. Incluye el replanteo coordinado con las juntas del soporte, la formación del alojamiento, la colocación y nivelación del perfil y el sellado de los bordes. Medido en longitud realmente ejecutada.;m;11.88;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;7.57;1.31;0.09;0.17;0.270 h/m;;Coste directo 9.14 USD + margen 30%
12.06.01.060;CT-08-07-060;Revestimientos y acabados;Nivelación y remate de umbral entre ambientes.;Formación y remate del umbral de paso entre ambientes con pisos de distinto material o nivel, resolviendo la transición sin resalto peligroso. Un desnivel superior a un centímetro sin resolver es un tropiezo, y en accesos y baños es además una barrera. Incluye el replanteo, la regularización del soporte con mortero formando la rampa de transición cuando la diferencia lo exija, la colocación de la pieza o perfil de umbral, el sellado de bordes y la comprobación de que no queda ningún canto vivo. Medido en longitud realmente ejecutada.;m;11.12;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;6.28;2.03;0.08;0.16;0.420 h/m;;Coste directo 8.55 USD + margen 30%
12.06.01.070;;Revestimientos y acabados;Rodapié de PVC.;Colocación de rodapié de PVC, con su adhesivo y remates. Incluye la preparación del soporte y la fijación del rodapié. Medido por metro lineal colocado.;m;4.94;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;2.95;0.69;0.04;0.12;0.140 h/m;;Coste directo 3.80 USD + margen 30%
12.06.01.080;;Revestimientos y acabados;Rodapié de piedra natural.;Colocación de rodapié de piedra natural, con adhesivo y rejuntado. Incluye la preparación del soporte, la colocación y el rejuntado. Medido por metro lineal colocado.;m;2.04;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;0.36;1.03;0.02;0.16;0.210 h/m;;Coste directo 1.57 USD + margen 30%
12.06.01.090;;Revestimientos y acabados;Rodapié de aluminio.;Colocación de rodapié de aluminio, con fijación mecánica o adhesiva. Incluye la preparación del soporte y la fijación del rodapié. Medido por metro lineal colocado.;m;4.86;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;2.80;0.84;0.04;0.06;0.170 h/m;;Coste directo 3.74 USD + margen 30%
12.06.01.100;;Revestimientos y acabados;Rodapié de PVC con canaleta de instalaciones.;Colocación de rodapié de PVC con canaleta integrada para el paso de instalaciones. Incluye la fijación del rodapié-canaleta y el remate. Medido por metro lineal colocado.;m;5.08;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;2.95;0.80;0.04;0.12;0.160 h/m;;Coste directo 3.91 USD + margen 30%
12.06.01.110;;Revestimientos y acabados;Rodapié de madera lacada.;Colocación de rodapié de madera lacada, con fijación mecánica o adhesiva. Incluye la preparación del soporte y la fijación del rodapié. Medido por metro lineal colocado.;m;6.08;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;3.49;1.00;0.05;0.14;0.200 h/m;;Coste directo 4.68 USD + margen 30%
12.06.01.120;;Revestimientos y acabados;Rodapié de porcelanato rectificado.;Colocación de rodapié de porcelanato rectificado, con adhesivo y junta mínima. Incluye la preparación del soporte, la colocación y el rejuntado. Medido por metro lineal colocado.;m;1.87;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.01 Rodapiés y remates de piso;0.24;1.03;0.01;0.16;0.210 h/m;;Coste directo 1.44 USD + margen 30%
12.06.02.010;CT-08-08-010;Revestimientos y acabados;Revestimiento de escalera con cerámica o porcelanato.;Colocación de piezas cerámicas o de porcelanato en huellas y contrahuellas de escalera, con pieza de nariz o canto redondeado. El rendimiento es sensiblemente menor que en un piso corrido por la posición de trabajo, por la fragmentación en peldaños y porque cada huella exige un corte a medida. Incluye el replanteo comprobando que huella y contrahuella se mantengan constantes en todo el tramo, requisito de seguridad porque una diferencia entre peldaños provoca tropiezos, los cortes, el doble encolado, la colocación de la pieza de nariz, el rejuntado y la limpieza. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, desarrollando huella y contrahuella.;m2;16.63;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;3.91;7.95;0.13;0.80;1.670 h/m²;;Coste directo 12.79 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Pieza cerámica o porcelanato para escalera, con pieza de nariz a juego (1.14 m2/m²)
12.06.02.020;CT-08-08-020;Revestimientos y acabados;Revestimiento de escalera con piedra natural.;Colocación de piezas de mármol, granito o piedra natural en huellas y contrahuellas de escalera, recibidas con adhesivo cementoso blanco de altas prestaciones. Es el revestimiento de escalera de menor rendimiento, por el peso de las piezas, la exigencia de nivelación y el corte a medida de cada peldaño. Incluye el replanteo verificando la constancia de huella y contrahuella, el corte y pulido del canto de la huella, el doble encolado, la nivelación, el rejuntado a juego y la limpieza con productos no ácidos. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, desarrollando huella y contrahuella.;m2;22.24;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;6.53;9.40;0.17;1.01;1.970 h/m²;;Coste directo 17.11 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Pieza de mármol, granito o piedra natural para escalera (1.12 m2/m²)
12.06.02.030;CT-08-08-030;Revestimientos y acabados;Peldaño de madera sobre escalera de concreto.;Colocación de huella y contrahuella de madera sobre escalera de concreto existente, fijadas con adhesivo y tornillería oculta. Es una solución muy habitual en reforma para renovar una escalera sin demolerla. Incluye la comprobación y regularización de la superficie del peldaño de concreto, la toma de medidas peldaño a peldaño porque en una escalera existente rara vez son todos iguales, el corte y ajuste de cada pieza, el encolado y atornillado oculto, la colocación de la pieza de nariz y el remate lateral. La madera la elige el cliente y se presupuesta aparte. Medido en longitud de peldaño realmente ejecutada.;m;9.54;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;3.28;3.48;0.07;0.51;0.720 h/m;;Coste directo 7.34 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Huella y contrahuella de madera para escalera, elegidas por el cliente (1.08 m/m)
12.06.02.040;CT-08-08-040;Revestimientos y acabados;Cinta o perfil antideslizante en nariz de peldaño.;Suministro y colocación de cinta o perfil antideslizante en la nariz del peldaño, encolado o atornillado según el sistema. Es un elemento de seguridad exigible en escaleras de uso público y muy recomendable en cualquier escalera con revestimiento pulido, donde el riesgo de resbalón es real. Incluye el replanteo de la línea, la limpieza y desengrasado de la zona de apoyo, el corte a medida, la colocación con presión o el atornillado y el sellado de los extremos. Medido en longitud realmente colocada.;m;8.28;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;5.47;0.78;0.06;0.06;0.160 h/m;;Coste directo 6.37 USD + margen 30%
12.06.02.050;CT-08-08-050;Revestimientos y acabados;Zócalo escalonado de escalera.;Ejecución del zócalo o rodapié escalonado que acompaña a la escalera en su encuentro con el paramento, con la pieza cortada siguiendo el perfil de peldaños. Es el remate que da el acabado a la escalera y el trabajo de rodapié de menor rendimiento, ya que cada pieza exige un corte doble en ángulo ajustado al peldaño. Incluye el replanteo de la línea inclinada, el corte de las piezas siguiendo el perfil, la colocación con adhesivo y nivelación, el rejuntado y el sellado de la junta con el peldaño. La pieza la elige el cliente y se presupuesta aparte. Medido en longitud real de la línea inclinada del zócalo.;m;3.55;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;0.38;2.03;0.03;0.29;0.420 h/m;;Coste directo 2.73 USD + margen 30% | NO INCLUYE el producto de elección del cliente: Pieza de zócalo a juego con el revestimiento de la escalera (1.12 m/m)
12.06.02.060;;Revestimientos y acabados;Peldaño de granito o piedra prefabricada.;Revestimiento de peldaño de escalera con huella y contrahuella de granito o piedra prefabricada. Incluye la preparación del soporte, la colocación y el rejuntado. Medido por metro lineal de peldaño.;m;4.32;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;0.62;2.41;0.03;0.26;0.490 h/m;;Coste directo 3.32 USD + margen 30%
12.06.02.070;;Revestimientos y acabados;Revestimiento de peldaño con vinílico.;Revestimiento de peldaño de escalera con lámina o pieza vinílica, con perfil antideslizante. Incluye la preparación del soporte y la colocación del revestimiento. Medido por metro lineal de peldaño.;m;10.05;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;5.44;2.07;0.08;0.14;0.420 h/m;;Coste directo 7.73 USD + margen 30%
12.06.02.080;;Revestimientos y acabados;Revestimiento de descansillo de escalera.;Revestimiento del descansillo de escalera con pieza cerámica o porcelanato. Incluye la preparación del soporte, la colocación y el rejuntado. Medido por metro cuadrado revestido.;m2;8.22;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;1.76;4.18;0.06;0.32;0.850 h/m2;;Coste directo 6.32 USD + margen 30%
12.06.02.090;;Revestimientos y acabados;Peldaño prefabricado de concreto.;Suministro y colocación de peldaño prefabricado de concreto sobre estructura existente. Incluye la preparación del soporte, la colocación y el nivelado del peldaño. Medido por unidad de peldaño colocada.;m;7.15;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;2.00;3.45;0.05;0.00;0.700 h/m;;Coste directo 5.50 USD + margen 30%
12.06.02.100;;Revestimientos y acabados;Peldaño de madera flotante.;Colocación de peldaño de madera flotante sobre escalera existente, con fijación. Incluye la preparación del soporte y la fijación del peldaño. Medido por metro lineal de peldaño.;m;9.83;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;4.53;2.73;0.07;0.23;0.550 h/m;;Coste directo 7.56 USD + margen 30%
12.06.02.110;;Revestimientos y acabados;Revestimiento de rampa antideslizante.;Revestimiento de rampa con pieza antideslizante o sistema de resinas, para circulación segura. Incluye la preparación del soporte y la colocación del revestimiento. Medido por metro cuadrado revestido.;m;10.61;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;3.58;4.18;0.08;0.32;0.850 h/m;;Coste directo 8.16 USD + margen 30%
12.06.02.120;;Revestimientos y acabados;Nariz de peldaño de metal.;Colocación de nariz de peldaño de metal (aluminio o acero) con perfil antideslizante. Incluye la fijación del perfil a la nariz del peldaño. Medido por metro lineal de nariz.;m;5.49;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;3.28;0.84;0.04;0.06;0.170 h/m;;Coste directo 4.22 USD + margen 30%
12.06.02.130;;Revestimientos y acabados;Revestimiento de escalera completa con porcelanato.;Revestimiento de escalera completa (huellas, contrahuellas y remates) con porcelanato, en capa fina. Incluye la preparación, la colocación y el rejuntado. Medido por metro lineal de peldaño revestido.;m;6.08;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;1.49;2.76;0.05;0.38;0.560 h/m;;Coste directo 4.68 USD + margen 30%
